nb_calls,priority,reason,year,month,day,weekday,hour
1,0,NW,2010,1,16,Saturday,14
1,0,NW,2010,1,16,Saturday,15
3,0,NW,2010,1,16,Saturday,17
4,0,NW,2010,1,16,Saturday,18
72,2,PS,2010,1,16,Saturday,19
46,0,PS,2010,1,16,Saturday,20
30,0,PS,2010,1,16,Saturday,21
27,0,PS,2010,1,16,Saturday,22
22,0,PS,2010,1,16,Saturday,23
104,0,PS,2010,1,17,Sunday,0
4,0,PS,2010,1,17,Sunday,1
1,0,PS,2010,1,17,Sunday,5
4,0,PS,2010,1,17,Sunday,6
40,0,PS,2010,1,17,Sunday,7
83,2,PS,2010,1,17,Sunday,8
116,2,PS,2010,1,17,Sunday,9
127,0,PS,2010,1,17,Sunday,10
115,1,PS,2010,1,17,Sunday,11
116,0,NE,2010,1,17,Sunday,13
112,0,PS,2010,1,17,Sunday,14
139,2,PS,2010,1,17,Sunday,15
180,0,NW,2010,1,17,Sunday,16
146,2,PS,2010,1,17,Sunday,17
80,2,PS,2010,1,17,Sunday,18
70,0,PS,2010,1,17,Sunday,19
48,0,PS,2010,1,17,Sunday,20
45,1,PS,2010,1,17,Sunday,21
35,1,PS,2010,1,17,Sunday,22
37,2,PS,2010,1,17,Sunday,23
125,2,NW,2010,1,18,Monday,0
11,2,PS,2010,1,18,Monday,1
1,0,NW,2010,1,18,Monday,2
1,0,PS,2010,1,18,Monday,3
2,0,PS,2010,1,18,Monday,5
11,0,PS,2010,1,18,Monday,6
42,0,PS,2010,1,18,Monday,7
84,0,NW,2010,1,18,Monday,8
108,0,PS,2010,1,18,Monday,9
144,2,PS,2010,1,18,Monday,10
108,2,PS,2010,1,18,Monday,11
88,2,PS,2010,1,18,Monday,13
91,0,PS,2010,1,18,Monday,14
231,0,NW,2010,1,18,Monday,15
104,0,PS,2010,1,18,Monday,16
73,2,PS,2010,1,18,Monday,17
72,0,NW,2010,1,18,Monday,18
78,0,PS,2010,1,18,Monday,19
49,0,PS,2010,1,18,Monday,20
54,0,PS,2010,1,18,Monday,21
47,0,NW,2010,1,18,Monday,22
43,2,PS,2010,1,18,Monday,23
108,1,PS,2010,1,19,Tuesday,0
1,0,NW,2010,1,19,Tuesday,1
7,0,PS,2010,1,19,Tuesday,6
37,0,PS,2010,1,19,Tuesday,7
81,0,PS,2010,1,19,Tuesday,8
109,1,PS,2010,1,19,Tuesday,9
141,1,PS,2010,1,19,Tuesday,10
114,1,PS,2010,1,19,Tuesday,11
105,0,PS,2010,1,19,Tuesday,13
106,2,PS,2010,1,19,Tuesday,14
99,0,PS,2010,1,19,Tuesday,15
124,1,PS,2010,1,19,Tuesday,16
87,0,NW,2010,1,19,Tuesday,17
72,0,PS,2010,1,19,Tuesday,18
61,0,PS,2010,1,19,Tuesday,19
51,0,PE,2010,1,19,Tuesday,20
52,0,PS,2010,1,19,Tuesday,21
66,0,PS,2010,1,19,Tuesday,22
35,0,PS,2010,1,19,Tuesday,23
91,0,PS,2010,1,20,Wednesday,0
2,0,NW,2010,1,20,Wednesday,1
20,0,PS,2010,1,20,Wednesday,7
90,0,PS,2010,1,20,Wednesday,8
115,2,PS,2010,1,20,Wednesday,9
114,0,PS,2010,1,20,Wednesday,10
92,2,PS,2010,1,20,Wednesday,11
98,1,PS,2010,1,20,Wednesday,13
112,0,PS,2010,1,20,Wednesday,14
115,2,PS,2010,1,20,Wednesday,15
94,2,PS,2010,1,20,Wednesday,16
77,0,PS,2010,1,20,Wednesday,17
58,0,PS,2010,1,20,Wednesday,18
65,0,NE,2010,1,20,Wednesday,19
41,0,PS,2010,1,20,Wednesday,20
41,1,PS,2010,1,20,Wednesday,21
37,0,PS,2010,1,20,Wednesday,22
48,0,PS,2010,1,20,Wednesday,23
122,2,PS,2010,1,21,Thursday,0
1,0,PS,2010,1,21,Thursday,4
1,0,PS,2010,1,21,Thursday,5
4,0,PS,2010,1,21,Thursday,6
39,0,PS,2010,1,21,Thursday,7
79,0,PS,2010,1,21,Thursday,8
111,1,PS,2010,1,21,Thursday,9
151,2,PS,2010,1,21,Thursday,10
117,2,PS,2010,1,21,Thursday,11
115,0,NW,2010,1,21,Thursday,13
98,2,PS,2010,1,21,Thursday,14
96,0,NW,2010,1,21,Thursday,15
117,2,PS,2010,1,21,Thursday,16
107,2,PS,2010,1,21,Thursday,17
66,0,PS,2010,1,21,Thursday,18
42,0,PS,2010,1,21,Thursday,19
49,0,PS,2010,1,21,Thursday,20
38,0,PS,2010,1,21,Thursday,21
30,0,PS,2010,1,21,Thursday,22
43,0,PS,2010,1,21,Thursday,23
56,0,PS,2010,1,22,Friday,0
1,0,NW,2010,1,22,Friday,1
1,0,NW,2010,1,22,Friday,3
2,0,PS,2010,1,22,Friday,6
21,0,PS,2010,1,22,Friday,7
57,0,NW,2010,1,22,Friday,8
64,0,PS,2010,1,22,Friday,9
60,1,PS,2010,1,22,Friday,10
64,0,PS,2010,1,22,Friday,11
33,0,PS,2010,1,22,Friday,13
18,0,PS,2010,1,22,Friday,14
2,0,PS,2010,1,22,Friday,15
1,0,NW,2010,1,22,Friday,16
1,0,NW,2010,1,22,Friday,21
1,0,NW,2010,1,23,Saturday,0
1,0,NW,2010,1,23,Saturday,2
2,0,NW,2010,1,23,Saturday,18
57,0,PS,2010,1,23,Saturday,19
41,0,PS,2010,1,23,Saturday,20
40,0,PS,2010,1,23,Saturday,21
31,0,PS,2010,1,23,Saturday,22
21,0,PS,2010,1,23,Saturday,23
74,2,PS,2010,1,24,Sunday,0
2,0,PS,2010,1,24,Sunday,1
2,0,PS,2010,1,24,Sunday,2
1,0,PS,2010,1,24,Sunday,5
2,0,PS,2010,1,24,Sunday,6
29,0,PS,2010,1,24,Sunday,7
60,0,NW,2010,1,24,Sunday,8
91,0,PS,2010,1,24,Sunday,9
117,1,PS,2010,1,24,Sunday,10
86,2,PS,2010,1,24,Sunday,11
99,0,NW,2010,1,24,Sunday,13
94,2,PS,2010,1,24,Sunday,14
91,2,PS,2010,1,24,Sunday,15
110,0,PS,2010,1,24,Sunday,16
93,0,NW,2010,1,24,Sunday,17
57,0,NE,2010,1,24,Sunday,18
41,0,PS,2010,1,24,Sunday,19
15,0,NW,2010,1,24,Sunday,20
39,0,PS,2010,1,24,Sunday,21
41,0,PS,2010,1,24,Sunday,22
30,0,PS,2010,1,24,Sunday,23
82,0,PS,2010,1,25,Monday,0
2,0,PS,2010,1,25,Monday,1
1,0,PS,2010,1,25,Monday,5
4,0,PS,2010,1,25,Monday,6
33,0,PS,2010,1,25,Monday,7
68,2,PS,2010,1,25,Monday,8
98,0,NW,2010,1,25,Monday,9
96,2,PS,2010,1,25,Monday,10
79,2,PS,2010,1,25,Monday,11
62,0,PS,2010,1,25,Monday,13
87,0,PS,2010,1,25,Monday,14
107,2,NE,2010,1,25,Monday,15
45,0,PS,2010,1,25,Monday,16
50,0,PS,2010,1,25,Monday,17
56,0,PS,2010,1,25,Monday,18
45,0,NW,2010,1,25,Monday,19
67,0,PS,2010,1,25,Monday,20
36,0,PS,2010,1,25,Monday,21
42,0,NW,2010,1,25,Monday,22
39,0,PS,2010,1,25,Monday,23
78,0,PS,2010,1,26,Tuesday,0
4,1,TT,2010,1,26,Tuesday,6
21,0,PS,2010,1,26,Tuesday,7
69,0,PS,2010,1,26,Tuesday,8
81,0,PS,2010,1,26,Tuesday,9
93,0,PS,2010,1,26,Tuesday,10
87,0,PS,2010,1,26,Tuesday,11
72,2,PS,2010,1,26,Tuesday,13
94,0,NW,2010,1,26,Tuesday,14
100,2,PS,2010,1,26,Tuesday,15
126,0,NW,2010,1,26,Tuesday,16
84,2,PS,2010,1,26,Tuesday,17
58,0,NW,2010,1,26,Tuesday,18
61,2,PS,2010,1,26,Tuesday,19
32,0,PS,2010,1,26,Tuesday,20
43,1,PS,2010,1,26,Tuesday,21
45,0,PS,2010,1,26,Tuesday,22
37,0,PS,2010,1,26,Tuesday,23
68,0,NE,2010,1,27,Wednesday,0
24,1,PS,2010,1,27,Wednesday,7
66,0,PS,2010,1,27,Wednesday,8
86,0,PS,2010,1,27,Wednesday,9
86,1,PS,2010,1,27,Wednesday,10
81,0,PS,2010,1,27,Wednesday,11
58,0,NW,2010,1,27,Wednesday,13
81,0,PS,2010,1,27,Wednesday,14
87,2,PS,2010,1,27,Wednesday,15
51,0,PS,2010,1,27,Wednesday,16
64,2,NE,2010,1,27,Wednesday,17
49,0,PS,2010,1,27,Wednesday,18
60,0,PS,2010,1,27,Wednesday,19
42,0,PS,2010,1,27,Wednesday,20
34,0,PS,2010,1,27,Wednesday,21
36,2,PS,2010,1,27,Wednesday,22
36,0,PS,2010,1,27,Wednesday,23
83,0,NE,2010,1,28,Thursday,0
3,0,PS,2010,1,28,Thursday,1
1,0,PS,2010,1,28,Thursday,2
2,0,PS,2010,1,28,Thursday,5
4,0,PS,2010,1,28,Thursday,6
27,0,PS,2010,1,28,Thursday,7
78,0,PS,2010,1,28,Thursday,8
88,0,NE,2010,1,28,Thursday,9
101,0,PS,2010,1,28,Thursday,10
79,1,PS,2010,1,28,Thursday,11
78,0,NW,2010,1,28,Thursday,13
95,0,PS,2010,1,28,Thursday,14
102,2,PS,2010,1,28,Thursday,15
148,2,PS,2010,1,28,Thursday,16
68,0,PS,2010,1,28,Thursday,17
48,0,PS,2010,1,28,Thursday,18
39,0,PS,2010,1,28,Thursday,19
37,0,PS,2010,1,28,Thursday,20
33,0,PS,2010,1,28,Thursday,21
40,0,PS,2010,1,28,Thursday,22
37,0,NW,2010,1,28,Thursday,23
57,0,PS,2010,1,29,Friday,0
5,0,PS,2010,1,29,Friday,1
1,0,PS,2010,1,29,Friday,2
2,0,PS,2010,1,29,Friday,6
22,0,PS,2010,1,29,Friday,7
47,0,PS,2010,1,29,Friday,8
64,0,NW,2010,1,29,Friday,9
51,0,PS,2010,1,29,Friday,10
54,1,PS,2010,1,29,Friday,11
41,0,PS,2010,1,29,Friday,13
25,0,NE,2010,1,29,Friday,14
2,0,NW,2010,1,29,Friday,15
1,0,NW,2010,1,29,Friday,16
1,0,NW,2010,1,29,Friday,17
1,0,PS,2010,1,29,Friday,22
1,0,IN,2010,1,29,Friday,23
1,0,NW,2010,1,30,Saturday,9
2,0,NW,2010,1,30,Saturday,10
1,0,NW,2010,1,30,Saturday,11
2,0,NW,2010,1,30,Saturday,13
1,0,NW,2010,1,30,Saturday,15
2,0,NW,2010,1,30,Saturday,18
41,0,PS,2010,1,30,Saturday,19
33,2,PS,2010,1,30,Saturday,20
28,2,PS,2010,1,30,Saturday,21
30,0,PS,2010,1,30,Saturday,22
18,0,PS,2010,1,30,Saturday,23
87,1,PS,2010,1,31,Sunday,0
1,0,PS,2010,1,31,Sunday,1
1,0,PS,2010,1,31,Sunday,2
1,0,PS,2010,1,31,Sunday,3
1,0,NW,2010,1,31,Sunday,5
5,0,PS,2010,1,31,Sunday,6
29,0,PS,2010,1,31,Sunday,7
79,0,PS,2010,1,31,Sunday,8
81,1,PS,2010,1,31,Sunday,9
104,1,NE,2010,1,31,Sunday,10
81,2,PS,2010,1,31,Sunday,11
89,1,PS,2010,1,31,Sunday,13
93,0,PS,2010,1,31,Sunday,14
92,0,NW,2010,1,31,Sunday,15
156,0,NW,2010,1,31,Sunday,16
76,2,PS,2010,1,31,Sunday,17
61,2,PS,2010,1,31,Sunday,18
65,1,PS,2010,1,31,Sunday,19
44,0,PS,2010,1,31,Sunday,20
34,0,PS,2010,1,31,Sunday,21
32,1,PS,2010,1,31,Sunday,22
24,0,PS,2010,1,31,Sunday,23
97,0,PS,2010,2,1,Monday,0
3,0,PS,2010,2,1,Monday,1
1,0,NW,2010,2,1,Monday,2
1,0,PS,2010,2,1,Monday,5
9,0,NW,2010,2,1,Monday,6
50,0,PS,2010,2,1,Monday,7
136,2,PS,2010,2,1,Monday,8
119,0,PS,2010,2,1,Monday,9
111,1,PS,2010,2,1,Monday,10
131,0,PS,2010,2,1,Monday,11
106,1,PS,2010,2,1,Monday,13
110,0,PS,2010,2,1,Monday,14
97,0,NW,2010,2,1,Monday,15
90,2,PS,2010,2,1,Monday,16
71,0,PS,2010,2,1,Monday,17
120,1,PS,2010,2,1,Monday,18
70,2,PS,2010,2,1,Monday,19
88,2,PS,2010,2,1,Monday,20
62,0,PS,2010,2,1,Monday,21
49,0,PS,2010,2,1,Monday,22
46,0,PS,2010,2,1,Monday,23
116,0,PS,2010,2,2,Tuesday,0
2,0,PS,2010,2,2,Tuesday,1
1,0,NW,2010,2,2,Tuesday,2
4,0,PS,2010,2,2,Tuesday,5
9,0,NW,2010,2,2,Tuesday,6
58,0,NW,2010,2,2,Tuesday,7
124,0,PS,2010,2,2,Tuesday,8
133,0,PS,2010,2,2,Tuesday,9
159,0,PS,2010,2,2,Tuesday,10
131,0,PS,2010,2,2,Tuesday,11
133,0,PS,2010,2,2,Tuesday,13
133,2,PS,2010,2,2,Tuesday,14
150,0,NW,2010,2,2,Tuesday,15
157,0,NW,2010,2,2,Tuesday,16
115,0,NW,2010,2,2,Tuesday,17
82,0,NW,2010,2,2,Tuesday,18
90,0,PS,2010,2,2,Tuesday,19
67,1,PS,2010,2,2,Tuesday,20
75,2,PS,2010,2,2,Tuesday,21
51,0,PS,2010,2,2,Tuesday,22
56,2,PS,2010,2,2,Tuesday,23
109,0,NE,2010,2,3,Wednesday,0
2,0,NW,2010,2,3,Wednesday,1
2,0,NW,2010,2,3,Wednesday,2
1,0,NW,2010,2,3,Wednesday,4
1,0,NW,2010,2,3,Wednesday,5
5,0,PS,2010,2,3,Wednesday,6
41,1,PS,2010,2,3,Wednesday,7
120,0,PS,2010,2,3,Wednesday,8
108,0,PS,2010,2,3,Wednesday,9
126,0,NW,2010,2,3,Wednesday,10
126,1,NE,2010,2,3,Wednesday,11
494,0,PS,2010,2,3,Wednesday,13
145,0,PS,2010,2,3,Wednesday,14
118,1,PS,2010,2,3,Wednesday,15
65,0,NW,2010,2,3,Wednesday,16
68,0,PS,2010,2,3,Wednesday,17
83,0,NW,2010,2,3,Wednesday,18
105,0,NW,2010,2,3,Wednesday,19
66,0,PS,2010,2,3,Wednesday,20
68,0,NW,2010,2,3,Wednesday,21
50,0,PS,2010,2,3,Wednesday,22
46,1,PS,2010,2,3,Wednesday,23
90,0,PS,2010,2,4,Thursday,0
1,0,PS,2010,2,4,Thursday,5
2,0,PS,2010,2,4,Thursday,6
32,0,PS,2010,2,4,Thursday,7
66,0,PS,2010,2,4,Thursday,8
96,1,PS,2010,2,4,Thursday,9
117,1,PS,2010,2,4,Thursday,10
91,0,NW,2010,2,4,Thursday,11
88,0,NE,2010,2,4,Thursday,13
95,0,PS,2010,2,4,Thursday,14
106,0,NW,2010,2,4,Thursday,15
154,0,PS,2010,2,4,Thursday,16
106,0,NW,2010,2,4,Thursday,17
81,0,NW,2010,2,4,Thursday,18
71,2,PS,2010,2,4,Thursday,19
62,0,NE,2010,2,4,Thursday,20
34,0,NW,2010,2,4,Thursday,21
43,0,PS,2010,2,4,Thursday,22
36,0,PS,2010,2,4,Thursday,23
81,0,NW,2010,2,5,Friday,0
4,0,NE,2010,2,5,Friday,2
1,0,NW,2010,2,5,Friday,3
1,0,NW,2010,2,5,Friday,4
1,0,PS,2010,2,5,Friday,5
2,0,NW,2010,2,5,Friday,6
28,0,PS,2010,2,5,Friday,7
81,1,PS,2010,2,5,Friday,8
69,0,PS,2010,2,5,Friday,9
75,1,PS,2010,2,5,Friday,10
95,1,PS,2010,2,5,Friday,11
48,2,PS,2010,2,5,Friday,13
22,0,PS,2010,2,5,Friday,14
7,0,PS,2010,2,5,Friday,15
4,0,NW,2010,2,5,Friday,16
2,0,NW,2010,2,5,Friday,19
1,0,NW,2010,2,5,Friday,20
2,0,NW,2010,2,6,Saturday,1
3,0,NW,2010,2,6,Saturday,9
2,0,NW,2010,2,6,Saturday,11
1,0,NW,2010,2,6,Saturday,14
1,0,NW,2010,2,6,Saturday,16
5,0,NW,2010,2,6,Saturday,18
66,0,NW,2010,2,6,Saturday,19
37,0,PS,2010,2,6,Saturday,20
38,0,NW,2010,2,6,Saturday,21
27,0,PS,2010,2,6,Saturday,22
28,0,PS,2010,2,6,Saturday,23
110,0,PS,2010,2,7,Sunday,0
2,0,PS,2010,2,7,Sunday,1
1,0,NW,2010,2,7,Sunday,2
1,0,PS,2010,2,7,Sunday,3
2,0,PS,2010,2,7,Sunday,5
6,0,PS,2010,2,7,Sunday,6
34,0,PS,2010,2,7,Sunday,7
125,0,NW,2010,2,7,Sunday,8
131,2,PS,2010,2,7,Sunday,9
129,0,PS,2010,2,7,Sunday,10
130,0,NW,2010,2,7,Sunday,11
83,0,PS,2010,2,7,Sunday,13
110,1,PS,2010,2,7,Sunday,14
109,1,PS,2010,2,7,Sunday,15
156,0,NW,2010,2,7,Sunday,16
103,0,NW,2010,2,7,Sunday,17
66,0,NW,2010,2,7,Sunday,18
43,0,PS,2010,2,7,Sunday,19
50,0,PS,2010,2,7,Sunday,20
62,0,PS,2010,2,7,Sunday,21
47,0,PS,2010,2,7,Sunday,22
42,0,PS,2010,2,7,Sunday,23
93,0,NW,2010,2,8,Monday,0
4,0,NW,2010,2,8,Monday,6
33,0,PS,2010,2,8,Monday,7
75,0,NW,2010,2,8,Monday,8
97,0,NW,2010,2,8,Monday,9
119,0,NW,2010,2,8,Monday,10
74,0,PS,2010,2,8,Monday,11
79,0,NW,2010,2,8,Monday,13
103,0,NE,2010,2,8,Monday,14
82,0,PS,2010,2,8,Monday,15
64,0,NE,2010,2,8,Monday,16
60,0,PS,2010,2,8,Monday,17
81,2,PS,2010,2,8,Monday,18
66,0,PS,2010,2,8,Monday,19
49,0,NE,2010,2,8,Monday,20
32,1,NE,2010,2,8,Monday,21
39,1,PS,2010,2,8,Monday,22
40,1,NE,2010,2,8,Monday,23
82,0,NW,2010,2,9,Tuesday,0
1,0,PS,2010,2,9,Tuesday,2
1,0,PS,2010,2,9,Tuesday,4
3,0,PS,2010,2,9,Tuesday,6
22,0,PS,2010,2,9,Tuesday,7
