nb_calls,year,month,day,weekday,hour,default
0,2016,12,4,Sunday,6,0
0,2016,12,4,Sunday,7,0
0,2016,12,4,Sunday,8,0
0,2016,12,4,Sunday,9,0
0,2016,12,4,Sunday,10,0
0,2016,12,4,Sunday,11,0
0,2016,12,4,Sunday,12,0
0,2016,12,4,Sunday,13,0
0,2016,12,4,Sunday,14,0
0,2016,12,4,Sunday,15,0
0,2016,12,4,Sunday,16,0
0,2016,12,4,Sunday,17,0
0,2016,12,4,Sunday,18,0
0,2016,12,4,Sunday,19,0
0,2016,12,4,Sunday,20,0
0,2016,12,4,Sunday,21,0
0,2016,12,4,Sunday,22,0
0,2016,12,4,Sunday,23,0
0,2016,12,5,Monday,0,0
0,2016,12,5,Monday,1,0
0,2016,12,5,Monday,2,0
0,2016,12,5,Monday,3,0
0,2016,12,5,Monday,4,0
0,2016,12,5,Monday,5,0
0,2016,12,5,Monday,6,0
0,2016,12,5,Monday,7,0
0,2016,12,5,Monday,8,0
0,2016,12,5,Monday,9,0
0,2016,12,5,Monday,10,0
0,2016,12,5,Monday,11,0
0,2016,12,5,Monday,12,0
0,2016,12,5,Monday,13,0
0,2016,12,5,Monday,14,0
0,2016,12,5,Monday,15,0
0,2016,12,5,Monday,16,0
0,2016,12,5,Monday,17,0
0,2016,12,5,Monday,18,0
0,2016,12,5,Monday,19,0
0,2016,12,5,Monday,20,0
0,2016,12,5,Monday,21,0
0,2016,12,5,Monday,22,0
0,2016,12,5,Monday,23,0
0,2016,12,6,Tuesday,0,0
0,2016,12,6,Tuesday,1,0
0,2016,12,6,Tuesday,2,0
0,2016,12,6,Tuesday,3,0
0,2016,12,6,Tuesday,4,0
0,2016,12,6,Tuesday,5,0
0,2016,12,6,Tuesday,6,0
0,2016,12,6,Tuesday,7,0
0,2016,12,6,Tuesday,8,0
0,2016,12,6,Tuesday,9,0
0,2016,12,6,Tuesday,10,0
0,2016,12,6,Tuesday,11,0
0,2016,12,6,Tuesday,12,0
0,2016,12,6,Tuesday,13,0
0,2016,12,6,Tuesday,14,0
0,2016,12,6,Tuesday,15,0
0,2016,12,6,Tuesday,16,0
0,2016,12,6,Tuesday,17,0
0,2016,12,6,Tuesday,18,0
0,2016,12,6,Tuesday,19,0
0,2016,12,6,Tuesday,20,0
0,2016,12,6,Tuesday,21,0
0,2016,12,6,Tuesday,22,0
0,2016,12,6,Tuesday,23,0
0,2016,12,7,Wednesday,0,0
0,2016,12,7,Wednesday,1,0
0,2016,12,7,Wednesday,2,0
0,2016,12,7,Wednesday,3,0
0,2016,12,7,Wednesday,4,0
0,2016,12,7,Wednesday,5,0
0,2016,12,7,Wednesday,6,0
0,2016,12,7,Wednesday,7,0
0,2016,12,7,Wednesday,8,0
0,2016,12,7,Wednesday,9,0
0,2016,12,7,Wednesday,10,0
0,2016,12,7,Wednesday,11,0
0,2016,12,7,Wednesday,12,0
0,2016,12,7,Wednesday,13,0
0,2016,12,7,Wednesday,14,0
0,2016,12,7,Wednesday,15,0
0,2016,12,7,Wednesday,16,0
0,2016,12,7,Wednesday,17,0
0,2016,12,7,Wednesday,18,0
0,2016,12,7,Wednesday,19,0
0,2016,12,7,Wednesday,20,0
0,2016,12,7,Wednesday,21,0
0,2016,12,7,Wednesday,22,0
0,2016,12,7,Wednesday,23,0
0,2016,12,8,Thursday,0,0
0,2016,12,8,Thursday,1,0
0,2016,12,8,Thursday,2,0
0,2016,12,8,Thursday,3,0
0,2016,12,8,Thursday,4,0
0,2016,12,8,Thursday,5,0
0,2016,12,8,Thursday,6,0
0,2016,12,8,Thursday,7,0
0,2016,12,8,Thursday,8,0
0,2016,12,8,Thursday,9,0
0,2016,12,8,Thursday,10,0
0,2016,12,8,Thursday,11,0
0,2016,12,8,Thursday,12,0
0,2016,12,8,Thursday,13,0
0,2016,12,8,Thursday,14,0
0,2016,12,8,Thursday,15,0
0,2016,12,8,Thursday,16,0
0,2016,12,8,Thursday,17,0
0,2016,12,8,Thursday,18,0
0,2016,12,8,Thursday,19,0
0,2016,12,8,Thursday,20,0
0,2016,12,8,Thursday,21,0
0,2016,12,8,Thursday,22,0
0,2016,12,8,Thursday,23,0
0,2016,12,9,Friday,0,0
0,2016,12,9,Friday,1,0
0,2016,12,9,Friday,2,0
0,2016,12,9,Friday,3,0
0,2016,12,9,Friday,4,0
0,2016,12,9,Friday,5,0
0,2016,12,9,Friday,6,0
0,2016,12,9,Friday,7,0
0,2016,12,9,Friday,8,0
0,2016,12,9,Friday,9,0
0,2016,12,9,Friday,10,0
0,2016,12,9,Friday,11,0
0,2016,12,9,Friday,12,0
0,2016,12,9,Friday,13,0
0,2016,12,9,Friday,14,0
0,2016,12,9,Friday,15,0
0,2016,12,9,Friday,16,0
0,2016,12,9,Friday,17,0
0,2016,12,9,Friday,18,0
0,2016,12,9,Friday,19,0
0,2016,12,9,Friday,20,0
0,2016,12,9,Friday,21,0
0,2016,12,9,Friday,22,0
0,2016,12,9,Friday,23,0
0,2016,12,10,Saturday,0,0
0,2016,12,10,Saturday,1,0
0,2016,12,10,Saturday,2,0
0,2016,12,10,Saturday,3,0
0,2016,12,10,Saturday,4,0
0,2016,12,10,Saturday,5,0
0,2016,12,10,Saturday,6,0
0,2016,12,10,Saturday,7,0
0,2016,12,10,Saturday,8,0
0,2016,12,10,Saturday,9,0
0,2016,12,10,Saturday,10,0
0,2016,12,10,Saturday,11,0
0,2016,12,10,Saturday,12,0
0,2016,12,10,Saturday,13,0
0,2016,12,10,Saturday,14,0
0,2016,12,10,Saturday,15,0
0,2016,12,10,Saturday,16,0
0,2016,12,10,Saturday,17,0
0,2016,12,10,Saturday,18,0
0,2016,12,10,Saturday,19,0
0,2016,12,10,Saturday,20,0
0,2016,12,10,Saturday,21,0
0,2016,12,10,Saturday,22,0
0,2016,12,10,Saturday,23,0
0,2016,12,11,Sunday,0,0
0,2016,12,11,Sunday,1,0
0,2016,12,11,Sunday,2,0
0,2016,12,11,Sunday,3,0
0,2016,12,11,Sunday,4,0
0,2016,12,11,Sunday,5,0
0,2016,12,11,Sunday,6,0
0,2016,12,11,Sunday,7,0
0,2016,12,11,Sunday,8,0
0,2016,12,11,Sunday,9,0
0,2016,12,11,Sunday,10,0
0,2016,12,11,Sunday,11,0
0,2016,12,11,Sunday,12,0
0,2016,12,11,Sunday,13,0
0,2016,12,11,Sunday,14,0
0,2016,12,11,Sunday,15,0
0,2016,12,11,Sunday,16,0
0,2016,12,11,Sunday,17,0
0,2016,12,11,Sunday,18,0
0,2016,12,11,Sunday,19,0
0,2016,12,11,Sunday,20,0
0,2016,12,11,Sunday,21,0
0,2016,12,11,Sunday,22,0
0,2016,12,11,Sunday,23,0
0,2016,12,12,Monday,0,0
0,2016,12,12,Monday,1,0
0,2016,12,12,Monday,2,0
0,2016,12,12,Monday,3,0
0,2016,12,12,Monday,4,0
0,2016,12,12,Monday,5,0
0,2016,12,12,Monday,6,0
0,2016,12,12,Monday,7,0
0,2016,12,12,Monday,8,0
0,2016,12,12,Monday,9,0
0,2016,12,12,Monday,10,0
0,2016,12,12,Monday,11,0
0,2016,12,12,Monday,12,0
0,2016,12,12,Monday,13,0
0,2016,12,12,Monday,14,0
0,2016,12,12,Monday,15,0
0,2016,12,12,Monday,16,0
0,2016,12,12,Monday,17,0
0,2016,12,12,Monday,18,0
0,2016,12,12,Monday,19,0
0,2016,12,12,Monday,20,0
0,2016,12,12,Monday,21,0
0,2016,12,12,Monday,22,0
0,2016,12,12,Monday,23,0
0,2016,12,13,Tuesday,0,0
0,2016,12,13,Tuesday,1,0
0,2016,12,13,Tuesday,2,0
0,2016,12,13,Tuesday,3,0
0,2016,12,13,Tuesday,4,0
0,2016,12,13,Tuesday,5,0
0,2016,12,13,Tuesday,6,0
0,2016,12,13,Tuesday,7,0
0,2016,12,13,Tuesday,8,0
0,2016,12,13,Tuesday,9,0
0,2016,12,13,Tuesday,10,0
0,2016,12,13,Tuesday,11,0
0,2016,12,13,Tuesday,12,0
0,2016,12,13,Tuesday,13,0
0,2016,12,13,Tuesday,14,0
0,2016,12,13,Tuesday,15,0
0,2016,12,13,Tuesday,16,0
0,2016,12,13,Tuesday,17,0
0,2016,12,13,Tuesday,18,0
0,2016,12,13,Tuesday,19,0
0,2016,12,13,Tuesday,20,0
0,2016,12,13,Tuesday,21,0
0,2016,12,13,Tuesday,22,0
0,2016,12,13,Tuesday,23,0
0,2016,12,14,Wednesday,0,0
0,2016,12,14,Wednesday,1,0
0,2016,12,14,Wednesday,2,0
0,2016,12,14,Wednesday,3,0
0,2016,12,14,Wednesday,4,0
0,2016,12,14,Wednesday,5,0
0,2016,12,14,Wednesday,6,0
0,2016,12,14,Wednesday,7,0
0,2016,12,14,Wednesday,8,0
0,2016,12,14,Wednesday,9,0
0,2016,12,14,Wednesday,10,0
0,2016,12,14,Wednesday,11,0
0,2016,12,14,Wednesday,12,0
0,2016,12,14,Wednesday,13,0
0,2016,12,14,Wednesday,14,0
0,2016,12,14,Wednesday,15,0
0,2016,12,14,Wednesday,16,0
0,2016,12,14,Wednesday,17,0
0,2016,12,14,Wednesday,18,0
0,2016,12,14,Wednesday,19,0
0,2016,12,14,Wednesday,20,0
0,2016,12,14,Wednesday,21,0
0,2016,12,14,Wednesday,22,0
0,2016,12,14,Wednesday,23,0
0,2016,12,15,Thursday,0,0
0,2016,12,15,Thursday,1,0
0,2016,12,15,Thursday,2,0
0,2016,12,15,Thursday,3,0
0,2016,12,15,Thursday,4,0
0,2016,12,15,Thursday,5,0
0,2016,12,15,Thursday,6,0
0,2016,12,15,Thursday,7,0
0,2016,12,15,Thursday,8,0
0,2016,12,15,Thursday,9,0
0,2016,12,15,Thursday,10,0
0,2016,12,15,Thursday,11,0
0,2016,12,15,Thursday,12,0
0,2016,12,15,Thursday,13,0
0,2016,12,15,Thursday,14,0
0,2016,12,15,Thursday,15,0
0,2016,12,15,Thursday,16,0
0,2016,12,15,Thursday,17,0
0,2016,12,15,Thursday,18,0
0,2016,12,15,Thursday,19,0
0,2016,12,15,Thursday,20,0
0,2016,12,15,Thursday,21,0
0,2016,12,15,Thursday,22,0
0,2016,12,15,Thursday,23,0
0,2016,12,16,Friday,0,0
0,2016,12,16,Friday,1,0
0,2016,12,16,Friday,2,0
0,2016,12,16,Friday,3,0
0,2016,12,16,Friday,4,0
0,2016,12,16,Friday,5,0
0,2016,12,16,Friday,6,0
0,2016,12,16,Friday,7,0
0,2016,12,16,Friday,8,0
0,2016,12,16,Friday,9,0
0,2016,12,16,Friday,10,0
0,2016,12,16,Friday,11,0
0,2016,12,16,Friday,12,0
0,2016,12,16,Friday,13,0
0,2016,12,16,Friday,14,0
0,2016,12,16,Friday,15,0
0,2016,12,16,Friday,16,0
0,2016,12,16,Friday,17,0
0,2016,12,16,Friday,18,0
0,2016,12,16,Friday,19,0
0,2016,12,16,Friday,20,0
0,2016,12,16,Friday,21,0
0,2016,12,16,Friday,22,0
0,2016,12,16,Friday,23,0
0,2016,12,17,Saturday,0,0
0,2016,12,17,Saturday,1,0
0,2016,12,17,Saturday,2,0
0,2016,12,17,Saturday,3,0
0,2016,12,17,Saturday,4,0
0,2016,12,17,Saturday,5,0
0,2016,12,17,Saturday,6,0
0,2016,12,17,Saturday,7,0
0,2016,12,17,Saturday,8,0
0,2016,12,17,Saturday,9,0
0,2016,12,17,Saturday,10,0
0,2016,12,17,Saturday,11,0
0,2016,12,17,Saturday,12,0
0,2016,12,17,Saturday,13,0
0,2016,12,17,Saturday,14,0
0,2016,12,17,Saturday,15,0
0,2016,12,17,Saturday,16,0
0,2016,12,17,Saturday,17,0
0,2016,12,17,Saturday,18,0
0,2016,12,17,Saturday,19,0
0,2016,12,17,Saturday,20,0
0,2016,12,17,Saturday,21,0
0,2016,12,17,Saturday,22,0
0,2016,12,17,Saturday,23,0
0,2016,12,18,Sunday,0,0
0,2016,12,18,Sunday,1,0
0,2016,12,18,Sunday,2,0
0,2016,12,18,Sunday,3,0
0,2016,12,18,Sunday,4,0
0,2016,12,18,Sunday,5,0
0,2016,12,18,Sunday,6,0
0,2016,12,18,Sunday,7,0
0,2016,12,18,Sunday,8,0
0,2016,12,18,Sunday,9,0
0,2016,12,18,Sunday,10,0
0,2016,12,18,Sunday,11,0
0,2016,12,18,Sunday,12,0
0,2016,12,18,Sunday,13,0
0,2016,12,18,Sunday,14,0
0,2016,12,18,Sunday,15,0
0,2016,12,18,Sunday,16,0
0,2016,12,18,Sunday,17,0
0,2016,12,18,Sunday,18,0
0,2016,12,18,Sunday,19,0
0,2016,12,18,Sunday,20,0
0,2016,12,18,Sunday,21,0
0,2016,12,18,Sunday,22,0
0,2016,12,18,Sunday,23,0
0,2016,12,19,Monday,0,0
0,2016,12,19,Monday,1,0
0,2016,12,19,Monday,2,0
0,2016,12,19,Monday,3,0
0,2016,12,19,Monday,4,0
0,2016,12,19,Monday,5,0
0,2016,12,19,Monday,6,0
0,2016,12,19,Monday,7,0
0,2016,12,19,Monday,8,0
0,2016,12,19,Monday,9,0
0,2016,12,19,Monday,10,0
0,2016,12,19,Monday,11,0
0,2016,12,19,Monday,12,0
0,2016,12,19,Monday,13,0
0,2016,12,19,Monday,14,0
0,2016,12,19,Monday,15,0
0,2016,12,19,Monday,16,0
0,2016,12,19,Monday,17,0
0,2016,12,19,Monday,18,0
0,2016,12,19,Monday,19,0
0,2016,12,19,Monday,20,0
0,2016,12,19,Monday,21,0
0,2016,12,19,Monday,22,0
0,2016,12,19,Monday,23,0
0,2016,12,20,Tuesday,0,0
0,2016,12,20,Tuesday,1,0
0,2016,12,20,Tuesday,2,0
0,2016,12,20,Tuesday,3,0
0,2016,12,20,Tuesday,4,0
0,2016,12,20,Tuesday,5,0
0,2016,12,20,Tuesday,6,0
0,2016,12,20,Tuesday,7,0
0,2016,12,20,Tuesday,8,0
0,2016,12,20,Tuesday,9,0
0,2016,12,20,Tuesday,10,0
0,2016,12,20,Tuesday,11,0
0,2016,12,20,Tuesday,12,0
0,2016,12,20,Tuesday,13,0
0,2016,12,20,Tuesday,14,0
0,2016,12,20,Tuesday,15,0
0,2016,12,20,Tuesday,16,0
0,2016,12,20,Tuesday,17,0
0,2016,12,20,Tuesday,18,0
0,2016,12,20,Tuesday,19,0
0,2016,12,20,Tuesday,20,0
0,2016,12,20,Tuesday,21,0
0,2016,12,20,Tuesday,22,0
0,2016,12,20,Tuesday,23,0
0,2016,12,21,Wednesday,0,0
0,2016,12,21,Wednesday,1,0
0,2016,12,21,Wednesday,2,0
0,2016,12,21,Wednesday,3,0
0,2016,12,21,Wednesday,4,0
0,2016,12,21,Wednesday,5,0
0,2016,12,21,Wednesday,6,0
0,2016,12,21,Wednesday,7,0
0,2016,12,21,Wednesday,8,0
0,2016,12,21,Wednesday,9,0
0,2016,12,21,Wednesday,10,0
0,2016,12,21,Wednesday,11,0
0,2016,12,21,Wednesday,12,0
0,2016,12,21,Wednesday,13,0
0,2016,12,21,Wednesday,14,0
0,2016,12,21,Wednesday,15,0
0,2016,12,21,Wednesday,16,0
0,2016,12,21,Wednesday,17,0
0,2016,12,21,Wednesday,18,0
0,2016,12,21,Wednesday,19,0
0,2016,12,21,Wednesday,20,0
0,2016,12,21,Wednesday,21,0
0,2016,12,21,Wednesday,22,0
0,2016,12,21,Wednesday,23,0
0,2016,12,22,Thursday,0,0
0,2016,12,22,Thursday,1,0
0,2016,12,22,Thursday,2,0
0,2016,12,22,Thursday,3,0
0,2016,12,22,Thursday,4,0
0,2016,12,22,Thursday,5,0
0,2016,12,22,Thursday,6,0
0,2016,12,22,Thursday,7,0
0,2016,12,22,Thursday,8,0
0,2016,12,22,Thursday,9,0
0,2016,12,22,Thursday,10,0
0,2016,12,22,Thursday,11,0
0,2016,12,22,Thursday,12,0
0,2016,12,22,Thursday,13,0
0,2016,12,22,Thursday,14,0
0,2016,12,22,Thursday,15,0
0,2016,12,22,Thursday,16,0
0,2016,12,22,Thursday,17,0
0,2016,12,22,Thursday,18,0
0,2016,12,22,Thursday,19,0
0,2016,12,22,Thursday,20,0
0,2016,12,22,Thursday,21,0
0,2016,12,22,Thursday,22,0
0,2016,12,22,Thursday,23,0
0,2016,12,23,Friday,0,0
0,2016,12,23,Friday,1,0
0,2016,12,23,Friday,2,0
0,2016,12,23,Friday,3,0
0,2016,12,23,Friday,4,0
0,2016,12,23,Friday,5,0
0,2016,12,23,Friday,6,0
0,2016,12,23,Friday,7,0
0,2016,12,23,Friday,8,0
0,2016,12,23,Friday,9,0
0,2016,12,23,Friday,10,0
0,2016,12,23,Friday,11,0
0,2016,12,23,Friday,12,0
0,2016,12,23,Friday,13,0
0,2016,12,23,Friday,14,0
0,2016,12,23,Friday,15,0
0,2016,12,23,Friday,16,0
0,2016,12,23,Friday,17,0
0,2016,12,23,Friday,18,0
0,2016,12,23,Friday,19,0
0,2016,12,23,Friday,20,0
0,2016,12,23,Friday,21,0
0,2016,12,23,Friday,22,0
0,2016,12,23,Friday,23,0
0,2016,12,24,Saturday,0,0
0,2016,12,24,Saturday,1,0
0,2016,12,24,Saturday,2,0
0,2016,12,24,Saturday,3,0
0,2016,12,24,Saturday,4,0
0,2016,12,24,Saturday,5,0
0,2016,12,24,Saturday,6,0
0,2016,12,24,Saturday,7,0
0,2016,12,24,Saturday,8,0
0,2016,12,24,Saturday,9,0
0,2016,12,24,Saturday,10,0
0,2016,12,24,Saturday,11,0
0,2016,12,24,Saturday,12,0
0,2016,12,24,Saturday,13,0
0,2016,12,24,Saturday,14,0
0,2016,12,24,Saturday,15,0
0,2016,12,24,Saturday,16,0
0,2016,12,24,Saturday,17,0
0,2016,12,24,Saturday,18,0
0,2016,12,24,Saturday,19,0
0,2016,12,24,Saturday,20,0
0,2016,12,24,Saturday,21,0
0,2016,12,24,Saturday,22,0
0,2016,12,24,Saturday,23,0
0,2016,12,25,Sunday,0,0
0,2016,12,25,Sunday,1,0
0,2016,12,25,Sunday,2,0
0,2016,12,25,Sunday,3,0
0,2016,12,25,Sunday,4,0
0,2016,12,25,Sunday,5,0
0,2016,12,25,Sunday,6,0
0,2016,12,25,Sunday,7,0
0,2016,12,25,Sunday,8,0
0,2016,12,25,Sunday,9,0
0,2016,12,25,Sunday,10,0
0,2016,12,25,Sunday,11,0
0,2016,12,25,Sunday,12,0
0,2016,12,25,Sunday,13,0
0,2016,12,25,Sunday,14,0
0,2016,12,25,Sunday,15,0
0,2016,12,25,Sunday,16,0
0,2016,12,25,Sunday,17,0
0,2016,12,25,Sunday,18,0
0,2016,12,25,Sunday,19,0
0,2016,12,25,Sunday,20,0
0,2016,12,25,Sunday,21,0
0,2016,12,25,Sunday,22,0
0,2016,12,25,Sunday,23,0
0,2016,12,26,Monday,0,0
0,2016,12,26,Monday,1,0
0,2016,12,26,Monday,2,0
0,2016,12,26,Monday,3,0
0,2016,12,26,Monday,4,0
0,2016,12,26,Monday,5,0
0,2016,12,26,Monday,6,0
0,2016,12,26,Monday,7,0
0,2016,12,26,Monday,8,0
0,2016,12,26,Monday,9,0
0,2016,12,26,Monday,10,0
0,2016,12,26,Monday,11,0
0,2016,12,26,Monday,12,0
0,2016,12,26,Monday,13,0
0,2016,12,26,Monday,14,0
0,2016,12,26,Monday,15,0
0,2016,12,26,Monday,16,0
0,2016,12,26,Monday,17,0
0,2016,12,26,Monday,18,0
0,2016,12,26,Monday,19,0
0,2016,12,26,Monday,20,0
0,2016,12,26,Monday,21,0
0,2016,12,26,Monday,22,0
0,2016,12,26,Monday,23,0
0,2016,12,27,Tuesday,0,0
0,2016,12,27,Tuesday,1,0
0,2016,12,27,Tuesday,2,0
0,2016,12,27,Tuesday,3,0
0,2016,12,27,Tuesday,4,0
0,2016,12,27,Tuesday,5,0
0,2016,12,27,Tuesday,6,0
0,2016,12,27,Tuesday,7,0
0,2016,12,27,Tuesday,8,0
0,2016,12,27,Tuesday,9,0
0,2016,12,27,Tuesday,10,0
0,2016,12,27,Tuesday,11,0
0,2016,12,27,Tuesday,12,0
0,2016,12,27,Tuesday,13,0
0,2016,12,27,Tuesday,14,0
0,2016,12,27,Tuesday,15,0
0,2016,12,27,Tuesday,16,0
0,2016,12,27,Tuesday,17,0
0,2016,12,27,Tuesday,18,0
0,2016,12,27,Tuesday,19,0
0,2016,12,27,Tuesday,20,0
0,2016,12,27,Tuesday,21,0
0,2016,12,27,Tuesday,22,0
0,2016,12,27,Tuesday,23,0
